asset_id,year,document_id,page_id,collection_page_number,document_page_number,owner_code,owner_label,owner_reported,portfolio_group,asset_name,asset_class,description,reported_value,value_min_usd,value_max_usd,value_has_open_upper_bound,income_types,other_income,reported_income,income_min_usd,income_max_usd,income_has_open_upper_bound,transaction_code,printed_page_label
asset:2021:001643,2021,2021-13,page:2021-13:0091,91,91,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SERVICENOW INC CMN,Common stock,"Common stock of ServiceNow, enterprise workflow software company","$50,001-$100,000",50001,100000,False,"[""N/A""]",,None,0,0,False,P,Page 91 of 303
asset:2021:001644,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SHERWIN-WILLIAMS CO CMN,Common stock,"Common stock of Sherwin-Williams, the paint and coatings company","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,"P,S(part)",Page 92 of 303
asset:2021:001645,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SHOPIFY INC. CMN CLASS A,Common stock,"Class A common stock of Shopify, an e-commerce platform company.","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,,Page 92 of 303
asset:2021:001646,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SIMON PROPERTY GROUP INC CMN,Common stock,"Common stock of Simon Property Group, a shopping mall landlord","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,None,0,0,False,,Page 92 of 303
asset:2021:001647,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SIRIUS XM HOLDINGS INC CMN,Common stock,Common stock of Sirius XM Holdings Inc,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 92 of 303
asset:2021:001648,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SITE CENTERS CORP CMN,Common stock,Common stock of Site Centers Corp,"$1,001-$15,000",1001,15000,False,"[""Dividends""]",,None,0,0,False,,Page 92 of 303
asset:2021:001649,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SKECHERS USA INC CL-A CMN CLASS A,Common stock,Common stock of Skechers USA Inc Cl-a,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,P,Page 92 of 303
asset:2021:001650,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"SKYWORKS SOLUTIONS, INC. CMN",Common stock,"Common stock of Skyworks Solutions, wireless semiconductor maker","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,"P,S",Page 92 of 303
asset:2021:001651,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SNAP INC. CMN CLASS A,Common stock,Common stock of Snap Inc,"$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,,Page 92 of 303
asset:2021:001652,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SOUTH DAKOTA ST BLDG AUTH REV REV,Municipal & gov bonds,Municipal / government bond,"$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 92 of 303
asset:2021:001653,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SOUTH FLA WTR MGMT DIST CTFS COPS,Municipal & gov bonds,Municipal / government bond,"$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 92 of 303
asset:2021:001654,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SOUTHERN COPPER CORPORATION CMN,Common stock,Common stock of Southern Copper Corporation,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,"P,S",Page 92 of 303
asset:2021:001655,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SOUTHWEST AIRLINES CO CMN,Common stock,"Common stock of Southwest Airlines, a U.S. low-cost airline","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 92 of 303
asset:2021:001656,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SPIRIT AEROSYSTEMS HOLDINGS INC CMN,Common stock,Common stock of Spirit Aerosystems Holdings Inc,"$1-$1,000",1,1000,False,"[""Dividends""]",,None,0,0,False,,Page 92 of 303
asset:2021:001657,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"SPIRIT REALTY CAPITAL, INC. CMN",Common stock,"Common stock of Spirit Realty Capital, Inc","$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,,Page 92 of 303
asset:2021:001658,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SPOTIFY TECHNOLOGY S.A. CMN,Common stock,"Common stock of Spotify, the music streaming service","$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 92 of 303
asset:2021:001659,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"SS&C TECHNOLOGIES HOLDINGS, IN CMN",Common stock,"Common stock of SS&C Technologies, a financial services software provider","$1,001-$15,000",1001,15000,False,"[""Dividends""]",,None,0,0,False,P,Page 92 of 303
asset:2021:001660,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,ST LOUIS MO GEN FD REV REV 2% 06/01,Municipal & gov bonds,"Municipal bond — ST Louis MO GEN FD, 2% coupon","$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 92 of 303
asset:2021:001661,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"STANLEY BLACK & DECKER, INC. CMN",Common stock,"Common stock of Stanley Black & Decker, a maker of tools and hardware","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 92 of 303
asset:2021:001662,2021,2021-13,page:2021-13:0092,92,92,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STARBUCKS CORP. CMN,Common stock,"Common stock of Starbucks, the global coffee shop chain","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,"P,S,S(part)",Page 92 of 303
asset:2021:001663,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STATE OF LOUISIANA GO 5.0000% 07/15,Municipal & gov bonds,"Municipal bond — State of Louisiana, 5.0000% coupon","$50,001-$100,000",50001,100000,False,"[""N/A""]",,None,0,0,False,,Page 93 of 303
asset:2021:001664,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STATE OF OREGON GEN OBLGTN GO 5.0,Municipal & gov bonds,Municipal / government bond,"$50,001-$100,000",50001,100000,False,"[""Interest""]",,None,0,0,False,,Page 93 of 303
asset:2021:001665,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STATE STREET CORPORATION (NEW) CMN,Common stock,"Common stock of State Street, a custody bank and asset manager","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 93 of 303
asset:2021:001666,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STERIS PUBLIC LIMITED COMPANY CMN,Common stock,"Common stock of Steris, a sterilization and infection prevention products company.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 93 of 303
asset:2021:001667,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STONECO LTD CMN,Common stock,Common stock of Stoneco Ltd,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,P,Page 93 of 303
asset:2021:001668,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,STRYKER CORPORATION CMN,Common stock,"Common stock of Stryker, a medical device and surgical equipment maker","$1-$1,000",1,1000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,P,Page 93 of 303
asset:2021:001669,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SVB FINANCIAL GROUP CMN,Common stock,Common stock of SVB Financial Group,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 93 of 303
asset:2021:001670,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SYNCHRONY FINANCIAL CMN,Common stock,"Common stock of Synchrony Financial, a store credit card issuer","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,"P,S",Page 93 of 303
asset:2021:001671,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SYNOPSYS INC. CMN,Common stock,"Common stock of Synopsys, a chip design software company","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,S(part)",Page 93 of 303
asset:2021:001672,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,SYSCO CORPORATION CMN,Common stock,"Common stock of Sysco, a food distribution company","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 93 of 303
asset:2021:001673,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"T. ROWE PRICE GROUP, INC. CMN",Common stock,"Common stock of T. Rowe Price, a mutual fund and asset management company","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,,Page 93 of 303
asset:2021:001674,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TAKE TWO INTERACTIVE SOFTWARE INC,Common stock,"Common stock of Take-Two Interactive, the video game publisher behind Grand Theft Auto","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 93 of 303
asset:2021:001675,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TAMPA BAY WTR FLA REGL WTR REV,Municipal & gov bonds,Municipal / government bond,"$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 93 of 303
asset:2021:001676,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"TAPESTRY, INC. CMN",Common stock,"Common stock of Tapestry, parent of Coach and Kate Spade","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 93 of 303
asset:2021:001677,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TARGET CORPORATION CMN,Common stock,"Common stock of Target, the discount retail chain.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,"P,S(part)",Page 93 of 303
asset:2021:001678,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TE CONNECTIVITY LTD CMN,Common stock,"Common stock of TE Connectivity, a maker of electronic connectors and sensors","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,None,0,0,False,,Page 93 of 303
asset:2021:001679,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TELEDYNE TECHNOLOGIES INCORPOR,Other,Reported asset or transaction line item — Teledyne Technologies Incorpor,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,P,Page 93 of 303
asset:2021:001680,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TELEFLEX INC. CMN,Common stock,"Common stock of Teleflex, a medical device maker.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$100,001-$1,000,000",100001,1000000,False,"P,S",Page 93 of 303
asset:2021:001681,2021,2021-13,page:2021-13:0093,93,93,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TEMPUR SEALY INTERNATIONAL INC CMN,Common stock,Common stock of Tempur Sealy International Inc,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,,Page 93 of 303
asset:2021:001682,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TERADYNE INC CMN,Common stock,"Common stock of Teradyne, semiconductor test equipment maker","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,"P,S",Page 94 of 303
asset:2021:001683,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"TESLA, INC. CMN",Common stock,"Common stock of Tesla, the electric vehicle maker","$100,001-$250,000",100001,250000,False,"[""N/A""]",,None,0,0,False,P,Page 94 of 303
asset:2021:001684,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TEXAS INSTRUMENTS INC. CMN,Common stock,"Common stock of Texas Instruments, a semiconductor maker","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,"P,S,S(part)",Page 94 of 303
asset:2021:001685,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TEXAS ST REV 4.0000% 08/26/21 FA TAX,Municipal & gov bonds,"Municipal bond — Texas ST, 4.0000% coupon","$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 94 of 303
asset:2021:001686,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE BANK OF NY MELLON CORP CMN,Common stock,"Common stock of Bank of New York Mellon, a custody bank","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,"P,S(part)",Page 94 of 303
asset:2021:001687,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE HERSHEY COMPANY CMN,Common stock,"Common stock of Hershey, the chocolate and confectionery maker","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 94 of 303
asset:2021:001688,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"THE HOME DEPOT, INC. CMN",Common stock,"Common stock of Home Depot, the home improvement retailer.","$100,001-$250,000",100001,250000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,"P,S(part)",Page 94 of 303
asset:2021:001689,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE HOWARD HUGHES CORP CMN,Common stock,Common stock of The Howard Hughes Corp,"$1-$1,000",1,1000,False,"[""N/A""]",,"$201-$1,000",201,1000,False,S,Page 94 of 303
asset:2021:001690,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE KRAFT HEINZ CO CMN,Common stock,Common stock of packaged food company Kraft Heinz,"$1-$1,000",1,1000,False,"[""Dividends""]",,None,0,0,False,"P,S",Page 94 of 303
asset:2021:001691,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE PROGRESSIVE CORPORATION CMN,Common stock,"Common stock of Progressive, a major U.S. auto insurer","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,S,S(part)",Page 94 of 303
asset:2021:001692,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE SCOTTS MIRACLE GRO CO CLASS A,Common stock,Common stock of The Scotts Miracle GRO CO,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,P,Page 94 of 303
asset:2021:001693,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THE SOUTHERN CO. CMN,Common stock,"Common stock of Southern Company, a large Southeastern U.S. electric utility","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,S",Page 94 of 303
asset:2021:001694,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"THE TRAVELERS COMPANIES, INC CMN",Common stock,"Common stock of Travelers, a property and casualty insurer","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,,Page 94 of 303
asset:2021:001695,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"THE WILLIAMS COMPANIES, INC. CMN",Common stock,"Common stock of The Williams Companies, Inc","$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 94 of 303
asset:2021:001696,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,THERMO FISHER SCIENTIFIC INC CMN,Common stock,"Common stock of Thermo Fisher Scientific, a laboratory equipment and life-sciences company.","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,None,0,0,False,P,Page 94 of 303
asset:2021:001697,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TJX COMPANIES INC (NEW) CMN,Common stock,"Common stock of TJX Companies, the off-price retailer behind T.J. Maxx and Marshalls.","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,S,S(part)",Page 94 of 303
asset:2021:001698,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"T-MOBILE US, INC. CMN",Common stock,"Common stock of T-Mobile US, the wireless phone carrier.","$15,001-$50,000",15001,50000,False,"[""N/A""]",,"$5,001-$15,000",5001,15000,False,"P,S",Page 94 of 303
asset:2021:001699,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"TOLL BROTHERS, INC. CMN",Common stock,"Common stock of Toll Brothers, Inc","$1,001-$15,000",1001,15000,False,"[""Dividends""]",,None,0,0,False,,Page 94 of 303
asset:2021:001700,2021,2021-13,page:2021-13:0094,94,94,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TRACTOR SUPPLY COMPANY CMN,Common stock,"Common stock of Tractor Supply, a rural lifestyle and farm supplies retailer","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 94 of 303
asset:2021:001701,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"TRADE DESK, INC. (THE) CMN",Common stock,"Common stock of Trade Desk, Inc. (the)","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,,Page 95 of 303
asset:2021:001702,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TRANE TECHNOLOGIES PUBLIC LIMI CMN,Common stock,"Common stock of Trane Technologies, a heating and air conditioning equipment maker","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,S(part)",Page 95 of 303
asset:2021:001703,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TRANSUNION CMN,Common stock,Common stock of Transunion,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,,Page 95 of 303
asset:2021:001704,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TRIMBLE INC CMN,Common stock,Common stock of Trimble Inc,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 95 of 303
asset:2021:001705,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TRINITY RIVER AUTH TEX REGL REV 5%,Municipal & gov bonds,"Municipal bond — Trinity River Auth TEX Regl, 5% coupon","$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 95 of 303
asset:2021:001706,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TRUIST FINANCIAL CORPORATION CMN,Common stock,"Common stock of Truist Financial, a large U.S. regional bank","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,"$2,501-$5,000",2501,5000,False,"P,S(part)",Page 95 of 303
asset:2021:001707,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TWILIO INC. CMN CLASS A,Common stock,Common stock of Twilio Inc,"$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,,Page 95 of 303
asset:2021:001708,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"TWITTER, INC. CMN",Common stock,"Common stock of Twitter, Inc","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,S,S(part)",Page 95 of 303
asset:2021:001709,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,TYSON FOODS INC CL-A CMN CLASS A,Common stock,"Class A common stock of Tyson Foods, the meat processor","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,None,0,0,False,P,Page 95 of 303
asset:2021:001710,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,U S DOLLAR,Cash & deposits,U.S. dollar cash held in the account,"$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 95 of 303
asset:2021:001711,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,U.S. BANCORP CMN,Common stock,"Common stock of U.S. Bancorp, the parent company of U.S. Bank.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,S,Page 95 of 303
asset:2021:001712,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"UBER TECHNOLOGIES, INC. CMN",Common stock,"Common stock of Uber, the ride-hailing and delivery company","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,,Page 95 of 303
asset:2021:001713,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UDR INC CMN,Common stock,"Common stock of UDR, an apartment real estate investment trust","$1,001-$15,000",1001,15000,False,"[""Dividends"",""Capital gains""]",,None,0,0,False,"P,S(part)",Page 95 of 303
asset:2021:001714,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,ULTA BEAUTY INC CMN,Common stock,"Common stock of Ulta Beauty, a cosmetics and beauty products retailer","$15,001-$50,000",15001,50000,False,"[""N/A""]",,"$201-$1,000",201,1000,False,"P,S",Page 95 of 303
asset:2021:001715,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,ULTRAGENYX PHARMACEUTICAL INC. CMN,Common stock,Common stock of Ultragenyx Pharmaceutical Inc,"$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,,Page 95 of 303
asset:2021:001716,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"UNDER ARMOUR, INC. CMN CLASS C",Common stock,"Common stock of Under Armour, Inc. Class C","$1-$1,000",1,1000,False,"[""N/A""]",,"$201-$1,000",201,1000,False,,Page 95 of 303
asset:2021:001717,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNION PACIFIC CORP. CMN,Common stock,"Common stock of Union Pacific, the freight railroad.","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,None,0,0,False,P,Page 95 of 303
asset:2021:001718,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNITED AIRLINES HOLDINGS INC CMN,Common stock,Common stock of airline operator United Airlines Holdings,"$1-$1,000",1,1000,False,"[""N/A""]",,"$1,001-$2,500",1001,2500,False,"P,S",Page 95 of 303
asset:2021:001719,2021,2021-13,page:2021-13:0095,95,95,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"UNITED PARCEL SERVICE, INC. CLASS B",Common stock,"Common stock of United Parcel Service, Inc","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,"P,S(part)",Page 95 of 303
asset:2021:001720,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,"UNITED RENTALS, INC. CMN",Common stock,"Common stock of United Rentals, a construction equipment rental company","$15,001-$50,000",15001,50000,False,"[""N/A""]",,$1-$200,1,200,False,P,Page 96 of 303
asset:2021:001721,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNITEDHEALTH GROUP INCORPORATE,Common stock,Common stock of Unitedhealth Group Incorporate,"$100,001-$250,000",100001,250000,False,"[""Dividends""]",,"$5,001-$15,000",5001,15000,False,"P,S(part)",Page 96 of 303
asset:2021:001722,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNITY SOFTWARE INC. CMN,Common stock,"Common stock of Unity Software, maker of a video game development platform","$1,001-$15,000",1001,15000,False,"[""N/A""]",,None,0,0,False,,Page 96 of 303
asset:2021:001723,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNIVAR SOLUTIONS INC. CMN,Common stock,Common stock of Univar Solutions Inc,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,,Page 96 of 303
asset:2021:001724,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNIVERSAL DISPLAY CORPORATION CMN,Common stock,Common stock of Universal Display Corporation,"$1-$1,000",1,1000,False,"[""Dividends""]",,None,0,0,False,"P,S",Page 96 of 303
asset:2021:001725,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNIVERSAL HEALTH SVC CL B CMN CLAS,Common stock,Common stock of Universal Health SVC CL B Clas,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,S,Page 96 of 303
asset:2021:001726,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,UNUM GROUP CMN,Common stock,Common stock of Unum Group,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,S",Page 96 of 303
asset:2021:001727,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,US FOODS HOLDING CORP. CMN,Common stock,Common stock of US Foods Holding Corp,"$15,001-$50,000",15001,50000,False,"[""N/A""]",,"$201-$1,000",201,1000,False,S,Page 96 of 303
asset:2021:001728,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,VALERO ENERGY CORPORATION CMN,Common stock,Common stock of Valero Energy Corporation,"$1-$1,000",1,1000,False,"[""N/A""]",,None,0,0,False,"P,S",Page 96 of 303
asset:2021:001729,2021,2021-13,page:2021-13:0096,96,96,DC,Dependent child,DC,2020 Trust FBO Khanna Children,VALLEY CNTY IDAHO SCH DIST NO GO 3%,Municipal & gov bonds,"Municipal bond — Valley Cnty Idaho, 3% coupon","$1-$1,000",1,1000,False,"[""Interest""]",,None,0,0,False,,Page 96 of 303
